,GoodForKids,HasTV,monday,jukebox,Music,HappyHour,wednesday,RestaurantsTableService,RestaurantsCounterService,vegetarian,GoodForMeal,ByAppointmentOnly,sunday,RestaurantsPriceRange2,casual,latenight,RestaurantsReservations,BusinessAcceptsCreditCards,friday,video,DogsAllowed,Ambience,gluten-free,Alcohol,soy-free,hipster,dinner,tuesday,CoatCheck,lot,lunch,vegan,trendy,upscale,BYOBCorkage,dairy-free,classy,GoodForDancing,RestaurantsDelivery,AgesAllowed,Open24Hours,thursday,dj,background_music,karaoke,BYOB,no_music,BusinessAcceptsBitcoin,romantic,BusinessParking,WheelchairAccessible,Caters,live,BestNights,dessert,street,OutdoorSeating,Corkage,garage,breakfast,AcceptsInsurance,NoiseLevel,valet,Smoking,RestaurantsGoodForGroups,WiFi,intimate,RestaurantsAttire,DriveThru,brunch,divey,touristy,kosher,validated,RestaurantsTakeOut,saturday,halal,BikeParking,business_id,stars
929,True,True,,,,,,,,,,,,2,True,,False,True,,,,,,'none',,False,,,,True,,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'quiet',False,,True,u'no',False,'casual',,,False,False,,False,True,,,,104734,3.962962963
930,True,,,,,,,,,,,,,2,False,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,,,,,,,,,,False,,,False,,,,False,,,False,,,,False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,174285,3.625
931,True,,,,,,,,,,,,,1,,,False,True,,,,,,u'none',,,,,,False,,,,,,,,,False,,,,,,,,,,,,,,,,,False,True,,False,,,,False,,,,,'casual',,,,,,False,True,,,,176208,3.0
932,True,,,,,,,False,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,True,,False,False,,,False,,False,,False,'casual',,False,False,False,,False,True,,,True,162410,4.3333333333
933,True,False,,,,,,,,,,,,2,True,,True,True,,,,,,u'beer_and_wine',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,False,,,,132752,3.5545454545
934,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,'average',False,,False,u'no',False,u'casual',,False,False,False,,False,True,,,False,50786,4.1428571429
935,True,False,,,,,,,,,,,,2,,,True,,,,,,,'beer_and_wine',,,,,,False,,,,,,,,,False,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,True,,,u'casual',,,,,,False,True,,,False,121823,2.8666666667
936,,,,,,,,,,,,False,,1,,False,,True,,,,,,,,,False,,,True,False,,,,,,,,False,,,,,,,,,,,,,False,,,False,True,,,False,False,,,False,,,,,,,False,,,,False,True,,,True,93532,2.9
937,True,True,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,41078,2.9541284404
938,True,True,,,,,,,,,,,,2,False,False,True,,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,False,161748,3.9130434783
939,False,False,,,,,,,,,,,,3,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,True,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'quiet',False,,True,u'no',False,u'dressy',,,,False,,False,False,,,True,120129,3.5384615385
940,True,False,,,,,,,,,,,,2,True,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,,,,,False,False,,False,,,u'average',False,,True,,False,u'casual',,,,False,,False,True,,,True,166646,3.3333333333
941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43371,3.5675675676000003
942,,True,,,,,,False,,,,,,,False,False,False,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,True,,,,,,,,,,False,,True,True,,,False,False,False,,False,False,,,False,,,u'no',False,,,False,,False,,False,True,,,True,145768,1.7142857142999999
943,True,False,,,,,,,,,,,,2,True,,True,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,,46264,3.5
944,True,True,False,False,,True,False,True,,,,,False,2,True,False,True,True,False,False,,,,'full_bar',,False,True,False,False,True,True,,False,False,,,False,False,False,,,False,False,False,False,,False,,False,,True,True,False,,False,False,False,,False,False,,'average',False,u'no',True,u'free',False,'casual',,False,False,False,,False,True,True,,True,100535,4.0452380952
945,True,True,,,,,,,,,,,,1,,False,False,True,,,,,,,,,False,,,,False,,,,,,,,False,,,,,,,,,,,,,,,,False,,False,,,False,,,,,True,'no',,'casual',,False,,,,,True,,,,145375,2.5
946,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,True,,u'loud',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,113870,1.4166666667
947,True,,,,,,,,,,,,,1,False,False,False,True,,,,,,,,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,,,False,False,,,False,,True,,False,'casual',,False,False,False,,False,True,,,False,190958,3.4
948,False,False,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,False,157245,2.4
949,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,'yes_free',,False,,False,,,,,,,,,,False,,,True,,,False,False,True,False,False,False,,u'average',False,,True,u'no',False,'casual',,False,False,False,,False,True,,,True,20473,2.8219895288
950,True,True,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,,False,u'casual',,False,False,False,,False,True,,,True,15296,3.2777777778
951,True,False,,,,,,True,,,,,,2,True,False,True,,,,False,,,'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,True,False,,,False,False,False,,False,False,,'average',False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,61410,3.7840909091
952,True,False,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,14682,3.2954545455
953,True,True,,,,,,,,,,,,,True,False,True,True,,,,,,'full_bar',,False,False,,,True,False,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,True,False,,False,False,,,False,,True,,False,,,False,False,False,,False,True,,,,159423,3.5319148935999998
954,True,False,,,,,,,,,,,,2,False,False,False,,,,,,,u'beer_and_wine',,False,False,,,False,False,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,False,False,,False,False,,u'quiet',False,,True,,False,u'casual',,False,,False,,False,True,,,True,64463,2.6
955,True,False,,,,,,True,,,,,,3,False,False,True,,,,,,,u'full_bar',,False,True,,,False,False,,False,False,,,True,,False,,,,,,,,,,False,,,,,,False,True,True,,False,False,,u'quiet',False,,True,,False,u'dressy',,False,False,False,,False,True,,,True,182144,3.6944444444
956,True,True,,,,,,,,,,,,2,True,False,False,True,,,,,,'none',,False,False,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,True,False,False,,False,False,,'average',False,,True,'free',False,'casual',False,False,False,False,,False,True,,,True,132703,3.6304347826
957,,,,,,,,,,,,,,,,False,,,,,,,,,,,False,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,False,False,,,False,,,,,,,False,,,,False,,,,,184059,4.1666666667
958,True,False,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,True,,,,True,,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'quiet',False,,True,,False,u'casual',,,False,False,,False,True,,,,10863,3.7142857143
959,True,False,,,,,,False,,,,,,1,False,False,False,True,,,,,,'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,True,'no',False,'casual',True,False,False,False,,False,True,,,True,53254,2.7450980392
960,True,True,,,,,,,,,,,,1,True,False,True,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,False,False,,,True,,,False,False,False,,False,False,,'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,24909,3.0540540541
961,True,False,,,,,,,,,,,,1,True,,True,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,,True,False,,False,,,u'average',False,,True,u'free',False,'casual',,,False,False,,False,True,,,True,169492,3.5641025641
962,True,,,,,,,,,,,,,1,False,False,False,,,,,,,,,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,,,False,False,,,False,,True,,False,'casual',False,False,,False,,False,True,,,,131901,4.6666666667
963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32039,3.0
964,,,,,,,,,,,,,,,,False,False,True,,,,,,,,,False,,,,False,,,,,,,,,,,,,,,,,,,,,True,,,False,,,,,False,,,,,True,'free',,,,False,,,,,,,,,109587,3.0
965,True,False,,,,,,True,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,True,,,False,True,,True,False,,,False,,False,,,,,,,,,,False,,True,True,,,True,False,True,,False,False,,u'quiet',False,,True,u'no',True,'casual',,True,False,False,,False,True,,,True,113429,4.4342105263
966,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,True,'free',False,'casual',True,False,False,False,,False,True,,,True,24680,3.2222222222
967,True,,,,,,,,,,,,,1,False,,False,,,,,,,,,False,,,,,,,False,False,,,False,,,,,,,,,,,,False,,,,,,,,,,,,,,,,True,'free',False,'casual',,,,False,,,True,,,,148448,2.6666666667000003
968,True,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,169122,1.8
969,True,False,,,,,,True,,,,,,2,True,False,True,,,,,,,'none',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,12460,3.5531914894
970,True,True,,,,,,False,,,,,,1,False,False,False,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,False,False,,False,False,,u'loud',False,,False,'no',False,u'casual',False,False,,False,,False,True,,,False,189425,2.6666666667000003
971,True,False,,,,,,,,,,,,,,False,False,,,,,,,'none',,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,,,True,,,,,False,,,,,True,,,,82347,3.2
972,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,True,False,,False,False,,u'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,118732,2.8181818182000002
973,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,False,,,False,True,False,,False,False,,u'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,118749,2.9655172414
974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87094,2.75
975,True,True,,,,,,False,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'average',False,,True,'no',False,'casual',True,False,False,False,,False,True,,,True,169671,3.1956521739
976,True,False,,,,,,True,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,105242,3.9401041667000003
977,True,False,,,,,,True,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,False,,False,False,,'average',False,,True,,False,u'casual',False,False,False,False,,False,True,,,True,86684,4.5
978,,,,,,,,,,,,,,,False,,True,,,,,,,,,False,,,,,,,False,False,,,False,,,,,,,,,,,,False,,,True,,,,,False,,,,,,,,True,,False,u'casual',,,False,False,,,True,,,,140209,2.0
979,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,109893,2.5641025641
980,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'beer_and_wine',,False,False,,,True,True,,True,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,'free',False,'casual',False,False,False,False,,False,True,,,True,170309,4.2615384615
981,True,False,,,,,,True,,,,,,2,True,False,True,,,,False,,,u'none',,False,False,,,False,True,,True,False,,,True,,False,,,,,,,,,,False,,False,,,,True,True,False,,False,False,,u'average',False,,True,'free',False,'casual',,False,,False,,True,True,,,True,54851,2.9240506329000002
982,False,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u'casual',,,,,,,True,,,,138081,4.6666666667
983,True,False,,,,,,True,,,,,,2,True,False,False,True,,,,,,'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,29680,3.2608695652
984,True,False,,,,,,False,,,,,,1,True,False,False,,,,,,,'none',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,False,True,,,False,True,False,,False,False,,u'quiet',False,,False,u'no',False,'casual',,False,,False,,False,True,,,True,17161,4.0
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81373,2.2
986,True,True,,,,,,False,,,,,,2,True,False,False,True,,,False,,,'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,True,False,,,False,False,False,,False,False,,'average',False,,True,u'free',False,'casual',False,False,False,False,,False,True,,,,141803,4.5572519084
987,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,90886,2.537037037
988,True,False,,,,,,,,,,,,1,False,False,False,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,,,,,,,,,,,False,,,,,,False,False,,,False,False,,u'loud',False,,True,,False,u'casual',,False,False,False,,False,True,,,,124559,5.0
989,False,True,,,,,,,,,,,,1,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,True,,,,24834,1.0
990,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,False,False,,True,True,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',False,False,False,False,,False,True,,,True,14110,4.3491773309
991,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,66199,4.1866666667
992,True,True,,,,,,True,,,,,,1,True,False,False,True,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,False,True,,,False,False,False,,False,True,,u'average',False,,True,'no',False,'casual',,True,False,False,,False,True,,,True,83623,4.2763157895
993,True,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,True,,False,False,,'average',False,,True,'no',False,'casual',True,False,False,False,,False,True,,,,125326,4.4
994,True,False,,,,,,,,,,,,2,False,,False,True,,,,,,'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,'no',False,'casual',,,False,False,,False,True,,,False,129914,2.2
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103018,3.6666666667000003
996,False,False,,,,,,False,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,,False,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,,False,,,False,,,,,True,'no',False,'casual',,False,False,False,,,True,,,True,187287,3.9444444444
997,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,True,True,,False,False,'no',,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'quiet',False,,True,u'no',False,'casual',False,False,False,False,,False,True,,,True,81337,4.1287128713
998,True,True,,,,,,,,,,,,1,False,False,False,True,,,,,,u'none',,False,False,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,30366,2.8333333333
999,True,True,,,,,,,,,,,,1,True,,False,,,,,,,u'none',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,True,51960,3.2222222222
1000,True,True,,,,,,,,,,,,1,True,,False,,,,,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'quiet',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,True,175023,4.0
1001,,,,,,,,,,,,,,,,False,True,,,,,,,,,,False,,,False,False,,,,,,,,False,,,,,,,,,,,,True,,,,False,False,,,False,False,,,False,,,u'free',,,,False,,,,False,False,,,,54065,4.2857142857
1002,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,True,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,70641,3.1639344262
1003,True,False,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,,False,u'casual',,,False,False,,False,True,,,False,108086,2.0
1004,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,128328,1.0
1005,True,True,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,True,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'quiet',False,,True,u'free',False,u'casual',,,True,False,,False,True,,,,105891,3.4827586207
1006,True,False,,,,,,,,,,,,1,False,False,,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,,,,,,,,,,,False,,,,,,False,False,False,,False,False,,u'average',False,,,,False,'casual',False,False,False,False,,False,True,,,False,86338,3.5
1007,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,,,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,False,,False,False,,u'very_loud',False,,True,'no',False,u'casual',False,False,False,False,,False,True,,,True,129721,3.8
1008,True,True,,,,,,True,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,131413,3.0376712329
1009,False,False,,,,,,False,,,,,,1,True,False,False,True,,,,,,'none',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,False,True,,False,False,,u'quiet',False,,False,'no',False,'casual',,False,False,False,,False,True,,,True,176153,4.6296296296
1010,True,False,,,,,,,,,,,,2,False,,True,,,,,,,,,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'average',False,,True,'no',False,'casual',,,False,False,,False,True,,,True,40327,3.1666666667
1011,True,True,,,,,,,,,,,,2,True,False,False,,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,False,123321,3.7777777778
1012,False,False,,,,,,,,,,,,1,False,False,False,True,,,,,,u'none',,False,True,,,True,False,,False,False,,,False,,True,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'average',False,,False,u'no',False,u'casual',,False,False,False,,False,True,,,,44698,3.8888888889
1013,True,True,,,,,,False,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,'average',False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,133969,2.5208333333
1014,True,False,,,,,,,,,,,,2,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,False,10382,2.6428571429
1015,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,True,,,,,,,,,,False,,,False,,,False,False,False,,False,False,,u'quiet',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,7325,3.6349206349000003
1016,True,False,,,,,,,,,,,,1,True,False,False,True,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,'no',,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'loud',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,178278,3.1785714286
1017,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,,,False,False,,,,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,,,,,False,,,,,True,'no',False,'casual',,False,False,False,,,True,,,True,171325,1.5
1018,True,,,,,,,,,,,,,1,True,False,False,,,,,,,,,False,False,,,True,False,,False,False,,,False,,False,,,,,,,,,,False,,,,,,False,False,,,False,False,,,False,,False,,False,,,False,,False,,False,True,,,,57595,4.4285714286
1019,True,False,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,,False,,,,,u'quiet',,,True,u'no',False,'casual',,,False,False,,,True,,,True,83023,2.6666666667000003
1020,True,False,,,,,,,,,,,,3,,,True,,,,,,,u'full_bar',,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,,,,,u'quiet',,,True,,,u'casual',,,,,,,True,,,True,96354,3.7857142857
1021,True,True,,,,,,,,,,,,1,False,,False,True,,,,,,'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,False,False,,False,,,'average',False,,True,'free',False,'casual',,,False,False,,False,True,,,True,154825,2.6
1022,True,,,,,,,,,,,,,2,False,False,False,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,False,False,,False,False,,u'quiet',False,,True,,False,'casual',,False,,False,,False,True,,,,18197,4.2
1023,True,False,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,False,False,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,'average',False,,False,,False,'casual',,False,False,False,,False,True,,,True,102406,3.4666666667
1024,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,,False,False,,False,,,u'average',False,,True,'no',False,u'casual',,,False,False,,False,True,,,False,65671,2.3333333333
1025,True,False,,,,,,False,,,,,,2,True,False,False,True,,,False,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,False,False,,False,True,,,False,False,False,,False,False,,,False,,False,u'no',False,'casual',,True,False,False,,False,True,,,False,185698,4.6785714286
1026,True,,,,,,,,,,,,,1,False,,False,True,,,,,,,,False,,,,,,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,,,False,,,,,,,,True,,False,'casual',,,False,False,,,True,,,,19267,1.2857142857000001
1027,True,False,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,True,,,,,,,,,,False,,,False,,,,False,False,,False,,,u'quiet',False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,148139,3.3125
1028,True,True,False,,,True,False,True,,,,,False,2,False,False,True,True,True,,True,,,'full_bar',,False,True,False,False,True,True,,True,False,,,False,False,False,,,True,False,,,,,False,False,,True,True,,,False,True,True,,False,True,,'average',False,u'no',True,'free',False,'casual',,True,False,False,,False,True,True,,True,20588,3.7408637874
1029,True,True,,,,,,True,,,,,,1,False,False,False,True,,,,,,'beer_and_wine',,False,False,,,False,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,True,,False,False,,u'average',False,,True,'free',False,'casual',,True,False,False,,False,True,,,True,60152,4.1230769231
1030,True,True,,,,,,,,,,,,1,True,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,,147323,2.64
1031,,False,,,,,,,,,,,,2,False,False,False,True,,,,,,'none',,False,False,,,,False,,False,False,,,False,,False,,,,,,,,,,False,,,False,,,False,,False,,,False,,'loud',,,False,,False,,,False,False,False,,,True,,,False,177441,3.5
1032,True,True,,,,,,,,,,,,,False,,False,,,,,,,'none',,False,,,,False,,,False,False,,,False,,False,,,,,,,,,,False,,,,,,,False,False,,False,,,,False,,False,'no',False,,,,,False,,False,True,,,,52850,3.3333333333
1033,True,False,,,,,,,,,,,,1,True,False,False,,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,False,,,,,,,,,,False,,,True,,,False,False,False,,False,False,,u'quiet',False,,False,u'no',False,u'casual',,False,False,False,,False,True,,,False,182467,3.3518518519000002
1034,True,False,,,,,,,,,,,,2,False,False,True,,,,,,,'beer_and_wine',,False,False,,,,False,,False,False,,,False,,True,,,,,,,,,,False,,,,,,False,,False,,,False,,,,,True,'free',False,'casual',,False,,False,,,True,,,False,7457,4.1111111111
1035,True,,,,,,,,,,,,,,,,,True,,,,,,u'none',,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,187861,3.0
1036,True,True,,,,,,,,,,,,2,,,False,,,,,,,u'none',,,,,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,,True,,,,,u'quiet',,,True,,,u'casual',,,,,,,True,,,False,60032,2.5454545455
