,GoodForKids,HasTV,perms,monday,jukebox,extensions,Music,HappyHour,wednesday,kids,RestaurantsTableService,RestaurantsCounterService,vegetarian,GoodForMeal,ByAppointmentOnly,sunday,RestaurantsPriceRange2,casual,latenight,RestaurantsReservations,BusinessAcceptsCreditCards,friday,video,DogsAllowed,Ambience,gluten-free,Alcohol,soy-free,hipster,dinner,tuesday,CoatCheck,lot,lunch,vegan,trendy,upscale,BYOBCorkage,dairy-free,classy,GoodForDancing,curly,RestaurantsDelivery,AgesAllowed,Open24Hours,thursday,dj,background_music,karaoke,BYOB,no_music,BusinessAcceptsBitcoin,romantic,BusinessParking,WheelchairAccessible,Caters,live,BestNights,coloring,dessert,street,OutdoorSeating,Corkage,garage,breakfast,AcceptsInsurance,NoiseLevel,valet,Smoking,RestaurantsGoodForGroups,WiFi,intimate,RestaurantsAttire,DriveThru,brunch,divey,touristy,kosher,validated,RestaurantsTakeOut,saturday,halal,BikeParking,business_id,stars
2312,True,True,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,True,False,False,,False,False,,'loud',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,False,78431,3.2
2313,True,,,,,,,,,,,,,,,,1,,,,True,,,,,,u'beer_and_wine',,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,,u'average',False,,,,,,,,,,,False,,,,,159869,4.5
2314,False,False,,,,,,,,,,,,,,,3,False,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,,False,True,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,19749,3.9179810726
2315,False,True,,False,,,,True,True,,True,,,,,False,2,True,False,True,True,True,,False,,,u'full_bar',,False,True,False,False,True,False,,False,False,,,False,False,,False,,,True,,,,,,False,False,,True,True,True,,,False,False,True,,False,False,,u'average',False,u'outdoor',True,u'free',False,u'casual',,False,False,False,,False,True,False,,True,36433,3.9591836735
2316,True,True,,,,,,,,,True,,,,,,1,False,,False,True,,,True,,,u'beer_and_wine',,False,,,,True,,,False,False,,,False,,,True,,,,,,,,,True,False,,True,True,,,,,False,False,,False,,,'average',False,,True,u'free',False,'casual',False,,False,False,,False,True,,,True,66742,3.5
2317,False,True,,False,False,,,,False,,,,,,,True,2,True,True,True,True,True,False,,,,u'full_bar',,False,True,False,,True,True,,False,False,,,False,,,True,,,False,False,False,False,,False,False,False,,,False,False,,,False,True,True,,True,False,,u'average',True,,True,u'free',False,u'casual',,False,False,False,,False,True,True,,True,36804,3.4176245211
2318,True,True,,False,False,,,,False,,,,,,,False,1,True,False,False,True,True,False,,,,u'full_bar',,False,True,False,,False,True,,False,False,,,False,,,False,,,True,False,False,False,,False,,False,,,False,False,,,False,True,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,True,,True,171708,4.1578947368
2319,,,,,,,,,,,,,,,,,2,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,u'average',,,True,,,u'casual',,,,,,,,,,,47657,3.3333333333
2320,True,False,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,,False,,,,,,,,,False,False,,,True,,,,False,False,True,,False,False,,u'quiet',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,144690,3.7459459459
2321,True,False,,,,,,,,,,,,,,,1,True,True,False,True,,,,,,u'none',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,139113,2.746031746
2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6761,5.0
2323,True,True,,,,,,,,,,,,,,,2,False,False,True,True,,,,,,,,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,,,False,False,,,False,,True,,False,'casual',,False,False,False,,False,False,,,,42413,2.0
2324,True,False,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'none',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,True,,u'average',False,,True,u'free',False,u'casual',,True,False,False,,False,True,,,True,48330,3.9561403509
2325,True,True,,True,False,,,True,True,,True,,,,,False,3,True,False,True,,False,False,False,,,u'full_bar',,False,True,True,False,False,False,,False,False,,,False,False,,False,,,False,False,False,False,,False,,False,,,False,False,,,False,True,True,,False,False,,u'loud',False,u'no',True,u'free',False,u'casual',,False,,False,,False,True,False,,False,114554,4.0138888889
2326,False,True,,,False,,,,,,,,,,,,2,True,True,True,True,,False,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,False,,True,,,,False,False,False,,False,False,False,,,True,False,,,False,True,True,,False,False,,u'average',False,,True,'free',False,u'casual',False,False,False,False,,False,True,,,True,38455,3.2166666667
2327,,True,,,,,,True,,,,,,,,,2,False,,True,,,,,,,'full_bar',,False,,,,,,,False,False,,,False,False,,,,,,,,,,,,False,,,,,,,,,False,,,,,,,,True,'free',False,,,,False,False,,,,,,True,92377,2.2
2328,True,True,,,,,,,,,,,,,,,1,False,,False,,,,,,,,,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,True,'free',False,'casual',,,,False,,,True,,,,63004,4.3333333333
2329,False,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'very_loud',False,,True,u'free',False,u'casual',,,True,False,,False,True,,,True,178123,4.0
2330,False,True,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,False,,,False,,,,,,,,,False,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,31829,3.2
2331,False,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,True,,False,,,u'quiet',False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,85450,3.3
2332,False,True,,,,,,,,,,,,,,,3,False,,True,,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,True,False,,True,,,u'quiet',False,,True,,False,u'casual',,,,False,,False,True,,,,86402,4.2380952381
2333,False,True,,False,False,,,True,False,,,,,,,False,2,True,True,False,True,True,False,,,,u'full_bar',,False,True,False,,True,False,,False,False,,,False,False,,False,,,True,False,False,False,,False,,False,,,False,False,,,False,False,False,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,True,,True,189244,3.3333333333
2334,False,False,,,,,,,,,,,,,,,4,False,False,True,True,,,,,,u'full_bar',,False,True,,,False,False,,False,True,,,True,,,False,,,,,,,,,,True,,,False,,,,False,False,False,,False,False,,u'quiet',True,,True,u'free',False,u'dressy',,False,False,False,,False,False,,,False,140452,4.3504823151
2335,False,False,,,,,,,,,True,,,,,,2,True,False,False,,,,,,,u'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,True,True,,False,False,,u'loud',False,,True,u'no',False,u'casual',,False,False,False,,False,False,,,True,58352,4.0839694656
2336,False,False,,,,,,,,,,,,,,,4,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'quiet',False,,True,u'free',False,u'dressy',,,False,False,,False,False,,,,140348,4.4285714286
2337,True,False,,,,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,True,False,True,,True,True,,u'loud',False,,True,'no',False,'casual',,True,False,True,,False,True,,,False,134303,3.0180505415
2338,False,False,,,,,,,,,,,,,,,3,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,True,,,False,,,,,,,,,,True,,,,,,,,False,True,,False,,,u'quiet',False,,True,,False,u'casual',,,False,False,,False,,,,,182991,3.8636363636
2339,True,True,,False,False,,,True,False,,True,,,,,False,2,True,False,False,True,False,False,,,,'beer_and_wine',,False,True,False,False,True,True,,False,False,,,False,False,,False,,,False,False,False,False,,False,,False,,True,,False,,,False,False,True,,False,False,,u'average',False,,True,'no',False,'casual',False,False,False,False,,False,True,False,,True,10427,4.1829268293
2340,False,True,,False,False,,,,True,,,,,,,False,2,True,True,False,True,True,False,,,,u'full_bar',,False,False,False,,True,False,,False,False,,,False,,,False,,,False,True,False,False,,False,False,False,,,False,False,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,True,,True,129335,4.3541666667
2341,True,False,,,,,,,,,True,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,True,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,25659,3.0163934426
2342,True,False,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,145855,3.8928571429
2343,True,False,,,,,,,,,False,,,,,,1,False,False,False,True,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,False,,False,False,,u'average',False,,False,u'no',False,u'casual',False,False,False,False,,False,True,,,False,107567,5.0
2344,True,True,,True,,,,True,True,,True,,,,,False,2,True,False,True,True,False,,,,,u'full_bar',,False,True,False,False,True,True,,False,False,,,False,False,,False,,,False,,,,,,,False,,True,True,True,,,False,False,True,,False,False,,u'average',False,u'outdoor',True,u'free',False,u'casual',,False,False,False,,False,True,True,,,191846,2.7755102041
2345,True,True,,,,,,,,,True,,,,False,,2,,,,True,,,,,,u'full_bar',,,,,,False,,,,,,,,,,,,,,,,,,,,,,True,,,,,,False,True,,False,,,,False,,,,,,,,,,,False,,,,True,135186,4.1278772379
2346,True,True,,,,,,False,,,True,,,,,,2,True,,True,,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,u'average',False,,True,'free',False,u'casual',,,False,False,,False,True,,,True,64960,2.76
2347,True,False,,,,,,,,,False,,,,,,1,False,False,False,True,,,,,,'none',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,False,False,,True,False,,,,False,False,False,,False,False,,u'quiet',False,,False,'no',False,'casual',,False,False,False,,False,True,,,True,13149,4.7857142857
2348,False,False,,,,,,,,,,,,,,,3,False,False,True,,,,,,,u'full_bar',,False,True,,,False,False,,False,True,,,True,,,False,,,,,,,,,,False,,,True,,,,False,True,True,,False,False,,u'average',False,,True,u'free',False,u'dressy',,False,,False,,False,False,,,False,50735,4.0
2349,False,True,,,False,,,,,,False,,,,,,1,True,,False,True,,False,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,True,False,True,,False,,False,,,False,False,,,,False,False,,False,,,u'average',False,,True,,False,'casual',,,False,False,,False,True,,,False,130528,3.2608695652
2350,True,True,,False,False,,,,False,,,,,,,False,2,True,False,True,,True,False,,,,u'full_bar',,False,True,False,,True,True,,True,False,,,False,False,,False,,,True,False,False,False,,False,,False,,,True,False,,,False,False,True,,False,False,,u'loud',False,,True,'free',False,'casual',,False,,False,,False,True,True,,True,37235,3.4
2351,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36350,2.1428571429
2352,False,False,,,,,,,,,,,,,,,2,False,,True,,,,,,,u'full_bar',,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,,False,,,,,u'average',,,True,u'free',False,u'casual',,,,False,,,True,,,,93659,3.8333333333
2353,True,False,,,,,,,,,,,,,,,2,True,False,True,,,,,,,'beer_and_wine',,False,False,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,True,,u'quiet',False,,True,'no',False,u'casual',,True,False,False,,False,True,,,True,39668,3.0
2354,True,True,,,False,,,True,,,,,,,,,2,True,False,False,True,,False,,,,u'full_bar',,False,True,,,True,False,,False,False,,,False,,,False,,,,False,False,False,,False,,False,,,False,False,,,False,False,False,,False,False,,u'average',False,,True,'free',False,u'casual',False,False,False,False,,False,True,,,True,141455,2.9636363636
2355,,True,,,,,,,,,,,,,,,1,False,,False,False,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,,False,u'casual',,,True,False,,False,,,,True,114083,3.625
2356,True,True,,False,,,,True,False,,True,,,,,True,2,True,False,True,True,True,,,,,'full_bar',,False,True,False,False,False,True,,False,False,,,False,False,,False,,,False,False,,,,,,False,,True,True,,,,True,False,True,,True,False,,'average',False,,True,'free',False,'casual',,True,False,False,,False,True,True,,True,172318,3.5802469136
2357,False,True,,,,,,True,,,,,,,,,2,True,False,False,True,,,,,,,,True,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,True,,False,False,,,False,,True,u'no',False,,,False,True,False,,False,True,,,,141327,3.3020833333
2358,False,True,,,False,,,,,,,,,,,,1,False,False,False,False,,False,,,,'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,False,False,False,,False,,False,,,False,False,,,False,True,False,,False,False,,u'quiet',False,,True,'no',False,'casual',,False,True,False,,False,True,,,True,113331,3.5
2359,False,True,,False,,,,,False,,,,,,,False,1,False,True,False,True,True,,,,,u'full_bar',,False,True,False,False,False,False,,False,False,,,False,False,,False,,,True,,,,,,,False,,,False,,,,False,True,False,,False,False,,u'loud',False,,True,u'no',False,u'casual',,False,True,False,,False,True,True,,True,64735,3.8260869565
2360,True,True,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'beer_and_wine',,False,False,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,u'quiet',False,,False,u'free',False,u'casual',,False,False,False,,False,True,,,True,3030,3.2
2361,True,False,,,,,,,,,,,,,,,3,True,,True,True,,,,,,u'beer_and_wine',,False,,,,True,,,True,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,119881,2.8653846154
2362,True,False,,,,,,,,,,,,,,,1,False,False,True,True,,,,,,,,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,False,,False,False,,'quiet',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,120810,3.0
2363,True,True,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'none',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,32085,2.8014705882
2364,True,True,,,,,,True,,,True,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,False,False,,,False,False,,,False,False,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,u'no',True,,False,u'casual',False,,False,False,,False,False,,,True,129775,3.56
2365,,True,,,,,,,,,,,,,,,,False,False,False,True,,,,,,,,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,,,False,False,,u'average',False,,True,,False,u'casual',,False,False,False,,False,True,,,,38032,4.3333333333
2366,False,True,,False,False,,,True,False,,True,,,,,False,2,True,False,True,True,True,False,,,,'full_bar',,False,False,False,False,True,True,,False,False,,,False,False,,False,,,True,False,False,False,,False,,False,,True,False,False,,,False,False,False,,False,False,,'average',False,u'outdoor',True,u'free',False,'casual',False,True,False,False,,False,True,True,,True,185050,4.6296296296
2367,False,False,,,,,,,,,,,,,,,3,False,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,True,,False,,,'average',False,,True,,False,'dressy',,,False,False,,False,False,,,True,72880,3.6
2368,False,False,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,True,,False,,,u'average',False,,True,,False,u'casual',,,False,False,,False,True,,,,37828,3.3
2369,True,False,,,,,,,,,,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,False,48373,3.4181818182
2370,True,True,,,,,,,,,True,,,,,,2,True,False,True,,,,False,,,u'full_bar',,False,False,,,False,False,,False,False,,,False,False,,False,,,,,,,,,,False,,,True,,,,False,True,False,,False,False,,u'average',False,,True,u'free',False,'casual',,True,False,False,,False,True,,,True,168398,4.0
2371,False,True,,False,False,,,True,False,,True,,,,False,True,1,True,True,False,True,True,False,True,,,u'full_bar',,True,False,False,False,True,True,,False,False,,,False,False,,False,,,False,False,True,False,,,,False,,True,True,False,,,False,True,True,,False,False,,u'average',False,u'outdoor',True,'free',False,'casual',,False,False,False,,False,True,True,,True,106980,4.6076923077
2372,False,True,,,False,,,,,,,,,,,,2,True,False,True,True,,False,,,,u'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,False,False,False,,False,,False,,,True,False,,,False,True,True,,True,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,94757,3.6301369863
2373,False,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,'loud',False,,True,'free',False,'casual',,,False,False,,False,True,,,True,120735,2.9523809524
2374,True,True,,,,,,,,,,,,,,,2,True,False,False,True,,,False,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,False,False,,True,False,,,,False,False,False,,False,False,,u'loud',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,102447,4.1071428571
2375,True,True,,False,False,,,True,False,,True,,,,,False,2,True,False,True,,True,False,,,,u'full_bar',,False,False,False,False,False,True,,False,False,,,False,True,,True,,,True,True,False,True,,,,False,,,True,True,,,False,False,True,,False,False,,u'very_loud',False,u'outdoor',True,u'no',False,'casual',,False,False,False,,False,True,True,,True,151559,3.0
2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142755,2.75
2377,False,True,,False,False,,,True,False,,,,,,,True,2,True,True,False,True,True,False,,,,u'full_bar',,False,True,False,,True,True,,False,False,,,False,,,False,,,False,False,False,False,,False,,False,,,False,False,,,False,False,False,,False,False,,'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,True,,True,138374,3.6040268456
2378,False,True,,,,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,,45802,3.2
2379,True,True,,,,,,,,,,,,,,,2,False,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,True,True,,,,,False,False,,False,,,u'quiet',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,,142086,2.9761904762
2380,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,51158,3.7092198582
2381,True,False,,,,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,True,False,,,,False,False,True,,False,False,,'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,53581,3.75
2382,True,True,,False,,,,True,False,,False,,,,,False,1,True,False,False,True,False,,,,,u'beer_and_wine',,False,False,False,False,False,True,,False,False,,,False,False,,True,,,False,,,,,,,False,,True,True,,,,False,False,True,,False,True,,'average',False,u'no',True,u'free',False,'casual',,True,False,False,,False,True,True,,True,133595,4.5294117647
2383,False,True,,True,True,,,True,False,,,,,,,False,1,True,,False,True,True,False,,,,u'full_bar',,False,,False,False,True,,,False,False,,,False,,,False,,,False,False,False,False,,False,,False,,,False,False,,,,False,False,,False,,,u'average',False,,True,'free',False,'casual',,,False,False,,False,True,True,,False,46777,3.6734693878
2384,False,True,,,,,,True,,,True,,,,,,3,False,False,True,True,,,False,,,u'full_bar',,False,True,,True,False,False,,False,False,,,False,,,False,,,,,,,,,False,False,,True,True,,,,False,True,False,,True,False,,u'average',False,u'no',True,u'no',False,u'dressy',,False,False,False,,False,True,,,True,67459,3.35
2385,True,True,,True,False,,,True,True,,True,,,,,False,2,True,False,True,True,False,False,,,,u'full_bar',,True,True,True,False,True,True,,False,False,,,True,False,,False,,,False,False,True,False,,False,,False,,,False,False,,,True,False,True,,False,False,,u'average',False,,True,'no',False,'casual',,False,False,False,,False,True,False,,True,183794,3.5487804878
2386,True,False,,,,,,,,,,,,,,,1,False,,False,True,,,,,,'none',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,'quiet',False,,True,'no',False,'casual',,,False,False,,False,True,,,False,122525,3.0
2387,True,False,,,,,,,,,,,,,,,2,True,True,False,True,,,,,,'none',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,True,,'average',False,,True,'no',False,'casual',,True,False,False,,False,True,,,True,145457,2.1707317073
2388,True,False,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,,,False,,,u'average',False,,,,False,u'casual',,,False,False,,False,,,,,173534,2.8888888889
2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125060,4.9
2390,True,True,,,,,,,,,,,,,,,2,True,True,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,False,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'very_loud',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,169500,3.5588235294
2391,False,True,,,,,,True,,,,,,,,,1,True,False,False,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,'yes_free',,False,False,,False,,,,,,,,,,False,,,True,,,,False,False,True,False,False,False,,u'average',False,,True,u'free',False,'casual',,False,True,False,,False,True,,,True,164083,4.0
2392,True,False,,,,,,,,,,,,,,,3,False,,,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'loud',False,,True,,False,u'casual',,,,False,,False,True,,,,108927,2.3333333333
2393,True,True,,,,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,True,True,,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,44385,3.4498141264
2394,True,True,,False,False,,,True,False,,True,,,,,False,2,True,False,True,True,False,False,True,,,u'full_bar',,False,True,False,False,True,True,,True,False,,,False,False,,False,,,True,False,False,False,,False,False,False,,True,False,False,,,False,False,True,,False,False,,u'average',False,u'no',True,u'free',False,u'casual',,False,False,False,,False,True,False,,True,27308,4.1547619048
2395,True,True,,,False,,,False,,,,,,,,,1,True,False,False,True,,False,,,,u'full_bar',,False,True,,False,True,True,,False,False,,,False,False,,True,,,,False,False,False,,False,False,False,,,True,False,,,False,False,False,,False,True,,'average',False,,False,u'free',False,'casual',False,True,False,False,,False,True,,,False,91351,3.9139784946000002
2396,True,True,,,,,,,,,,,,,,,2,True,False,True,,,,,,,'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,91858,3.2142857143
2397,,True,,,,,,True,,,,,,,,,2,False,,,True,,,True,,,'full_bar',,False,,,False,False,,,False,False,,,False,False,,,,,,False,,,,,False,False,,,,,,,,False,True,,False,,,'quiet',False,,True,u'free',False,,,,False,False,,False,,,,True,4659,4.4
2398,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,False,,,,False,,,False,False,,,False,,,,,,,,,,,,,False,,,,,,,,False,True,,False,,,,False,,,,False,u'casual',,,False,False,,False,,,,,31074,3.5
2399,True,False,,,,,,,,,True,,,,,,1,True,False,False,True,,,,,,'none',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,'casual',,False,False,False,,False,True,,,True,64817,4.0314769976000004
2400,True,True,,,,,,True,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,False,,False,,,,,,,,,,False,,,False,,,,,False,True,,False,,,u'average',False,,True,u'free',False,'casual',,,False,False,,False,True,,,True,140588,3.5
2401,False,True,,False,,,,True,False,,True,,,,,True,2,True,True,False,True,True,,,,,'full_bar',,False,True,False,False,True,True,,False,False,,,False,False,,False,,,False,False,,,,,,False,,,False,,,,False,False,False,,False,False,,'average',False,u'yes',True,'free',False,'casual',,False,False,False,,False,True,True,,True,114259,3.8735632184
2402,False,True,,,,,,,,,,,,,,,2,False,False,False,True,,,,,,'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,'loud',False,,True,'no',False,'casual',,False,False,False,,False,True,,,False,14517,2.1818181818
2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139220,4.2727272727
2404,True,False,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'none',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'quiet',False,,True,u'no',False,'casual',,,False,False,,False,True,,,True,80335,3.35
2405,True,True,,,,,,,,,,,,,,,3,False,,False,True,,,,,,'full_bar',,False,,,,True,,,False,False,'no',,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,u'no',False,'casual',,,False,False,,False,True,,,,44390,2.7857142857
2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73084,4.92
2407,False,True,,False,False,,,True,False,,,,,,,True,2,True,,False,True,False,False,,,,u'full_bar',,False,,True,False,False,,,False,False,,,False,False,,False,,,True,False,True,False,,False,,False,,,False,False,,,,True,True,,False,,,u'average',False,u'outdoor',True,u'free',False,u'casual',,,False,False,,False,True,False,,True,85447,3.6736111111
2408,False,,,,,,,,,,,,,,,,2,,,,True,,,,,,u'full_bar',,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,False,,,,True,,,u'paid',,,,,,,,False,,,,,76471,3.2934662237
