,GoodForKids,video,dessert,street,HasTV,OutdoorSeating,monday,GoodForDancing,jukebox,Corkage,DogsAllowed,garage,Music,breakfast,RestaurantsDelivery,AcceptsInsurance,NoiseLevel,HappyHour,valet,Ambience,Smoking,RestaurantsGoodForGroups,gluten-free,AgesAllowed,thursday,Alcohol,WiFi,dj,background_music,wednesday,intimate,karaoke,soy-free,hipster,RestaurantsAttire,BYOB,RestaurantsTableService,dinner,BikeParking,no_music,DriveThru,BusinessAcceptsBitcoin,tuesday,CoatCheck,lot,brunch,live,vegetarian,GoodForMeal,ByAppointmentOnly,romantic,divey,touristy,lunch,RestaurantsPriceRange2,sunday,vegan,casual,kosher,trendy,validated,latenight,BusinessParking,upscale,BYOBCorkage,WheelchairAccessible,RestaurantsTakeOut,RestaurantsReservations,saturday,dairy-free,DietaryRestrictions,BusinessAcceptsCreditCards,halal,friday,Caters,classy,business_id,stars
2146,True,,,False,True,False,,,,,True,True,,,False,,u'quiet',,False,,,True,,,,u'full_bar','free',,,,False,,,False,u'casual',,,,False,,,False,,,False,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,False,True,,,,True,,,True,False,117489,3.1182481752
2147,True,,,False,,,,,,,,False,,,False,,u'average',,False,,,True,,,,,,,,,False,,,False,'casual',,,,,,,,,,False,,,,,,False,,False,,1,,,False,,False,False,,,False,,,True,False,,,,,,,False,False,151067,4.2
2148,True,,,False,False,True,,,,,,False,,,False,,'average',,False,,,True,,,,u'none','free',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,1,,,True,,False,False,,,False,,,True,False,,,,True,,,True,False,2686,3.380952381
2149,False,False,False,False,True,False,False,False,False,,,False,,False,False,,u'average',False,False,,u'outdoor',True,,,False,'full_bar','no',False,True,False,False,False,,False,'casual',,True,True,True,,,,False,False,True,False,False,,,,False,False,False,False,2,False,,True,,False,False,False,,False,,,True,True,True,,,,,True,False,False,1139,4.5
2150,True,False,False,True,True,True,False,False,False,,,False,,False,True,,u'average',True,False,,u'outdoor',True,,,True,u'full_bar',u'free',False,False,False,False,False,,False,u'casual',,True,True,True,False,,False,False,False,False,False,False,,,,False,False,False,True,2,False,,True,,False,False,True,,False,,True,True,True,True,,,True,,True,True,False,177487,3.9390243902
2151,False,,,,False,,,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,'dressy',,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,True,,,,,,,,,102537,4.0
2152,True,,False,False,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,'none','no',,,,False,,,False,'casual',,False,False,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,,,,True,False,171411,3.7462686567
2153,True,,,False,False,False,,,,,,False,,,,,'quiet',,False,,,,,,,u'none',u'free',,,,,,,,'casual',,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,True,,,,,,,,True,,113933,3.6666666667000003
2154,True,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,True,,105093,2.1666666667
2155,True,,,False,,,,,,,,False,,,False,,,,False,,,True,,,,,,,,,False,,,False,'casual',,,,True,,,,,,False,,,,,,False,,False,,3,,,False,,False,False,,,False,,,False,True,,,,,,,,False,47614,2.380952381
2156,True,,,False,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'none',,,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,1,,,False,,False,False,,,False,,,True,False,,,,True,,,True,False,4116,4.4583333333
2157,,,,True,,True,,,,,,False,,,,,,,False,,,,,,,u'full_bar',u'free',,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,True,True,,,,,,,True,,71639,2.3333333333
2158,False,,False,True,False,False,,,,,,False,,False,False,,u'average',,True,,,True,,,,u'full_bar','no',,,,False,,,False,'dressy',,True,True,True,,,,,,False,False,,,,,False,False,False,False,3,,,False,,True,False,False,,False,,False,False,True,,,,True,,,False,False,65831,4.3968926554
2159,True,,,True,False,False,,,,,,False,,,False,,u'very_loud',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,False,True,,,,,,,,False,122215,3.9545454545
2160,False,,,False,True,True,,,,,,False,,,,,u'loud',,False,,,True,,,,u'full_bar',,,,,False,,,,,,,,,,,,,,False,,,,,,False,,False,,2,,,False,,False,False,,,False,,,,,,,,,,,,False,148152,3.2857142857
2161,True,,False,False,False,False,,,,,False,False,,True,True,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,u'casual',,False,False,True,,,,,,True,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,False,True,False,,,,,,,True,False,53439,4.3
2162,False,,False,True,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,False,False,2,,,False,,True,False,True,,False,,,True,True,,,,,,,True,False,100782,3.5
2163,False,,,,False,True,,,,,,,,,False,,u'average',,,,,True,,,,,u'no',,,,False,,,False,u'dressy',,,,,,,,,,,,,,,,False,,False,,2,,,False,,False,,,,False,,,True,False,,,,,,,False,False,3916,3.6
2164,True,,True,False,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,True,,False,,,True,True,,,,True,,,True,False,118165,4.1111111111
2165,False,,False,True,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'dressy',,,True,True,,,,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,True,True,95301,3.9583333333
2166,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151893,2.875
2167,True,,,False,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,110889,2.375
2168,True,,False,False,True,False,,,,,,False,,False,False,,'average',,False,,,True,,,,u'none','no',,,,False,,,False,u'casual',,,False,True,,,,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,False,False,123074,4.2894736842
2169,,,False,False,,,,,,,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,False,False,,,,,,,,False,,,,,,,False,False,,,,,True,False,,,,,,,,,74196,4.0
2170,True,,False,False,True,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'none',u'free',,,,False,,,False,u'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,True,,,,True,,,True,False,145639,4.5662650602
2171,True,,,False,False,False,,,,,,False,,,False,,u'quiet',,False,,,True,,,,'none','no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,1,,,False,,False,False,,,False,,,True,False,,,,,,,False,False,77213,3.5
2172,True,,,False,False,True,,,,,,False,,,False,,u'quiet',,False,,,True,,,,u'full_bar','no',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,,,,,True,,,True,False,62269,2.5
2173,True,,False,False,,False,,,,,,False,,False,,,u'loud',,False,,,True,,,,u'full_bar',,,,,False,,,False,'casual',,True,True,False,,,,,,False,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,,,True,,,,,,,True,False,132946,3.6666666667000003
2174,True,False,False,False,True,True,False,False,False,,,False,,False,True,,u'average',True,False,,u'outdoor',True,,,False,'full_bar','free',False,False,True,False,False,,False,'casual',,True,True,True,False,,,False,False,True,False,False,,,,False,False,False,True,2,False,,True,,True,False,False,,False,,True,True,True,False,,,True,,False,True,False,98805,3.6435643563999998
2175,True,,,False,False,True,,,,,,False,,,False,,'average',,False,,,True,,,,'none','free',,,,,,,,'casual',,,,True,,,,,,False,,,,,,,,,,1,,,,,,False,,,,,,True,False,,,,,,,,,9507,4.7
2176,True,,False,False,True,False,,,,,,False,,False,True,,u'loud',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,False,True,True,,,,,,True,False,,,,,False,,False,True,2,,,True,,False,False,False,,False,,True,True,False,,,,,,,True,False,107173,3.5142857143
2177,True,,False,False,True,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,False,False,,,,,,False,False,,,,,False,False,False,True,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,False,False,149820,2.7142857143
2178,False,,False,False,False,True,,,,,,False,,False,False,,u'quiet',,True,,,True,,,,u'full_bar',u'no',,,,False,,,False,'dressy',,,True,False,,,,,,False,False,,,,,True,False,False,False,4,,,False,,False,False,False,,True,,,False,True,,,,True,,,False,False,40467,4.7520661157
2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27329,3.6666666667000003
2180,False,,False,False,False,True,,,,,,False,,False,False,,u'average',,True,,,True,,,,'full_bar','free',,,,False,,,False,'dressy',,,True,False,,,,,,False,False,,,,,True,False,False,False,3,,,False,,False,False,False,,True,'no',,False,True,,,,True,,,False,True,173508,4.2244165171
2181,False,,,True,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,,,False,,,,,,False,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,True,False,54203,3.5373134328
2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85335,4.5
2183,True,,False,True,True,True,,,,,,False,,False,True,,u'average',,False,,,True,,,,'full_bar','free',,,,False,,,False,'casual',,True,True,True,,,,,,False,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,False,True,True,,,,,,,True,False,95328,3.4516129032
2184,,,False,,,,,,,,,,,False,,,u'average',,,,,True,,,,,,,,,False,,,False,u'casual',,,False,,,,,,,,False,,,,,False,,False,False,2,,,False,,False,,False,,False,,,,,,,,,,,,False,82928,4.0
2185,False,,False,True,True,True,,,,,,False,,False,True,,u'average',,False,,,False,,,,u'none',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,,,,True,False,72714,2.4814814815
2186,True,,False,True,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none','no',,,,False,,,False,'casual',,False,True,True,,False,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,False,False,27903,4.0588235294
2187,True,,False,False,True,True,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,True,,,,,,True,False,,,,,False,False,False,False,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,True,False,152724,3.5357142857
2188,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,104578,4.0
2189,True,,False,False,True,False,,,,,,False,,False,True,,u'average',,False,,,False,,,,u'none',u'no',,,,False,,,False,'casual',,False,True,True,,False,,,,True,False,,,,,False,,False,True,1,,,False,,False,False,False,,False,,True,True,False,,,,,,,True,False,60120,4.5
2190,True,,False,False,False,True,,,,,,False,,True,True,,u'average',,False,,,True,,,,'full_bar','free',,,,False,,,False,'casual',,True,False,True,,,,,,False,True,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,True,True,False,,,,True,,,True,False,107056,3.8578431373
2191,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,True,,,,,93320,5.0
2192,True,,,True,True,False,,,,,,False,,,True,,u'quiet',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,True,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,709,4.3333333333
2193,True,,,False,,False,,,,,,False,,,,,,,False,,,True,,,,u'full_bar',,,,,,,,,u'casual',,,,,,,,,,True,,,,,,,,,,2,,,,,,False,,,,,,True,,,,,,,,,,165943,3.6666666667000003
2194,False,,,,,False,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,True,True,,,,,,,,,91536,3.3333333333
2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,7398,3.7142857143
2196,True,False,True,False,True,True,,False,False,,,False,,False,False,,u'average',True,False,,,True,,,,u'full_bar','free',False,True,,False,False,,False,u'casual',,True,False,True,False,,,,False,False,False,False,,,,False,,False,True,2,,,False,,True,False,False,,False,,,True,True,,,,,,,False,False,15550,3.1071428571
2197,True,,,False,True,False,,,,,,False,,,True,,u'quiet',,False,,,True,,,,u'full_bar','free',,,,False,,,False,'casual',,True,,,,,,,,False,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,,False,25928,3.5
2198,True,,,True,False,True,,,,,,False,,,,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,,,,,,,,,False,144807,3.0
2199,True,,,False,False,False,,,,,,False,,,False,,,,False,,,True,,,,,,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,True,False,,,,True,,,,,171305,2.6666666667000003
2200,True,,,True,False,False,,,,,,False,,,True,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,True,False,120550,3.6666666667000003
2201,True,,False,True,True,True,,,,,,True,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,True,False,False,,False,,,True,True,,,,True,,,False,False,12066,3.8057324841
2202,True,,False,,False,True,,,,,,,,False,True,,,,,,,True,,,,,'no',,,,,,,,'casual',,,False,True,,,,,,,False,,,,,,,,False,1,,,,,,,False,,,,,True,False,,,,True,,,,,115322,3.3333333333
2203,,,False,True,,,,,,,,False,,False,True,,,,False,,,False,,,,,,,,,,,,,,,,False,True,,,,,,False,False,,,,,,,,False,2,,,,,,False,False,,,,,True,False,,,,True,,,True,,25407,4.2380952381
2204,True,,False,False,,False,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,'casual',,True,False,True,,,,,,False,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,True,True,True,,,,,,,,False,92872,3.875
2205,True,False,False,False,True,False,False,False,False,False,,False,,False,False,,u'average',True,False,,u'no',True,,,False,u'full_bar',u'no',False,False,False,False,False,,False,'casual',,,True,True,False,,False,False,False,True,False,False,,,,False,False,False,True,2,False,,True,,False,False,False,,False,'yes_free',,True,True,False,,,True,,True,True,False,55362,3.4200819672
2206,,,False,,,,,,,,,,,False,False,,,,,,,False,,,,,,,,,False,,,False,,,,False,,,,,,,,False,,,,,False,False,False,False,,,,False,,False,,False,,False,,,True,False,,,,,,,,False,93131,3.3333333333
2207,,,,False,,True,,,,,,False,,,,,,,False,,,True,,,,,,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,1,,,,,,False,,,,,,True,,,,,True,,,,,109224,4.6666666667
2208,False,,False,False,False,,,,,,,False,,False,,,,,False,,,,,,,,u'no',,,,,,,,,,,False,,,,,,,False,False,,,,,,,,False,,,,,,,False,False,,,,,True,,,,,,,,,,100527,2.6875
2209,,,False,False,,,,,,,,False,,False,False,,,,False,,,,,,,,,,,,,,,,,,False,False,,,,,,,False,False,,,,,,,,False,,,,,,,False,False,,,,,,,,,,,,,,,99530,4.6666666667
2210,True,,True,True,True,False,,,,,False,False,,False,False,,u'quiet',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,False,True,True,,,,,,,True,False,141399,4.2586206897
2211,True,,,False,True,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'none',,,,,False,,,False,u'casual',,,,,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,False,,,,True,,,True,False,63247,3.1
2212,True,,False,False,True,False,,,,,,False,,False,False,,'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,u'casual',,,True,False,,,False,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,False,False,176066,3.7533333333
2213,True,,False,False,True,True,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,False,False,84284,3.8024691358
2214,True,,,False,,,,,,,,False,,,,,u'quiet',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,True,,,False,False,183994,2.3333333333
2215,True,,False,False,True,True,,False,,,False,False,,False,False,,'average',True,False,,u'outdoor',True,,,,u'full_bar','free',,,,False,,,False,u'casual',,True,True,False,,,False,,False,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,True,True,True,,,,True,,,True,False,105472,3.3225806452
2216,True,,False,False,True,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,'casual',,True,True,True,,,,,,False,True,,,,,False,,False,True,2,,,True,,True,False,False,,False,,,True,True,,,,,,,,False,48090,2.1428571429
2217,True,,,False,True,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,,,,,,,True,,,,,,False,False,False,,2,,,False,,True,False,,,False,,,True,True,,,,True,,,,False,45283,3.7
2218,True,,False,True,False,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,True,False,83020,3.7941176471
2219,True,,,False,True,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,'casual',,,,,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,,False,59880,3.6666666667000003
2220,,,,False,,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,False,,,,,True,True,,,,,True,,,True,,34193,5.0
2221,False,,,,False,False,,,,,,,,,False,,u'quiet',,,,,False,,,,u'none',u'no',,,,,,,,u'casual',,,,False,,,,,,,,,,,,,,,,1,,,,,,,,,,,,True,False,,,,,,,,,67127,2.25
2222,True,,False,True,False,False,,,,,False,False,,False,False,,u'average',,False,,,False,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,False,False,95221,3.6818181817999998
2223,True,,,False,False,False,,,,,,False,,,,,u'quiet',,False,,,,,,,,,,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,1,,,False,,False,False,,,False,,,True,False,,,,,,,,False,72728,2.0
2224,True,,False,False,False,True,,,,,,False,,False,False,,,,False,,,True,,,,'full_bar',u'free',,,,False,,,False,'casual',,,False,True,,,,,,False,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,True,,,,False,14555,4.2142857143
2225,False,,False,False,True,True,,,,,False,False,,False,False,,'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,True,True,False,,,False,,,True,False,,,,,False,False,False,True,2,,,False,,True,False,False,,False,,True,True,False,,,,True,,,True,False,60249,3.8657142857
2226,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,True,,,,,26815,4.6666666667
2227,True,,,True,False,False,,,,,,True,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,True,False,104564,3.6923076923
2228,True,,False,False,False,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,'full_bar','free',,,,False,,,False,'casual',,True,False,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,,False,147397,4.4821428571
2229,True,,False,,True,True,,,,,,,,True,True,,'quiet',,,,,True,,,,u'none','no',,,,False,,,False,'casual',,False,False,True,,,,,,,True,,,,,False,False,False,True,1,,,True,,False,,False,,False,,,True,False,,,,True,,,True,False,62175,4.4479166667
2230,True,,False,False,True,,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,,,,,False,138415,3.1428571429
2231,False,,,True,False,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',,,,,False,,,False,u'dressy',,,,True,,,,,,False,,,,,,False,False,False,,3,,,False,,True,False,,,False,,,True,True,,,,,,,False,False,32172,3.0681818182
2232,True,,False,False,False,False,,,,,,False,,False,True,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,True,False,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,True,False,53706,2.3333333333
2233,,,,False,True,False,,,,,False,False,,,False,,,,False,,,,,,,u'none',u'free',,,,,,,,,,False,,False,,,,,,True,,,,,,,,,,,,,,,,True,,,,,True,True,False,,,,,,,True,,131848,3.25
2234,True,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,True,,,,,,,,,,63677,1.8333333333000001
2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134309,4.5
2236,False,,,False,True,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,,,,False,,,True,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,True,,,True,True,83143,3.4090909091
2237,True,,False,,True,False,,,,,,,,False,False,,,,,,,True,,,,,,,,,,,,,'casual',,,False,,,,,,,,False,,,,,,,,True,2,,,,,,,False,,,,,True,True,,,,,,,,,134149,3.5806451613
2238,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,81143,3.6363636364
2239,True,,False,True,False,False,,,,,False,False,,False,True,,,,False,,,True,,,,u'none',u'no',,,,False,,,False,'casual',,False,False,False,,,,,,False,False,,,,,False,,False,False,1,,,False,,False,False,False,,False,,True,True,False,,,,,,,True,False,187748,3.9523809524
2240,True,,,,True,True,,,,,False,,,,True,,'loud',,,,,True,,,,'full_bar','no',,,,False,,,False,'casual',,True,,True,,,,,,,,,,,,False,False,False,,2,,,False,,False,,,,False,,True,True,True,,,,True,,,False,False,74910,3.4117647059
2241,False,,,False,True,False,,,,False,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,,,,False,,,True,,,,,,False,True,True,,1,,,False,,False,False,,,False,'yes_free',,True,True,,,,True,,,True,False,80122,2.8260869565
2242,True,,,False,True,False,,,,,,False,,,True,,u'quiet',,False,,,,,,,u'none',,,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,,False,,1,,,False,,False,False,,,False,,,True,,,,,,,,,False,854,2.5
2243,True,,,,,,,,,,,,,,False,,u'loud',,,,,True,,,,,,,,,False,,,False,'casual',,,,False,,,,,,,,,,,,False,,False,,2,,,False,,False,,,,False,,,True,False,,,,,,,,False,175607,4.9166666667
2244,False,,False,False,False,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'full_bar','no',,,,False,,,False,u'casual',,,True,True,,,,,,True,False,,,,,False,False,False,False,3,,,False,,False,False,False,,False,,,False,True,,,,True,,,False,True,50937,2.9342105263000002
2245,True,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,'none','free',,,,False,,,False,'casual',,,False,,,,,,,False,False,,,,,False,False,False,True,1,,,False,,False,False,False,,False,,,True,False,,,,True,,,False,False,59171,3.1428571429
2246,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,False,,,False,,,,,,,,,,,,,,,,,False,False,False,,2,,,False,,False,,,,False,,,True,True,,,,True,,,,False,51783,4.8372093023
2247,False,,False,True,False,False,,,,,,False,,False,False,,u'loud',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'dressy',,,False,True,,,,,,False,False,,,,,False,False,False,False,3,,,False,,True,False,True,,False,,,False,True,,,,,,,False,False,94452,3.5789473684
2248,False,,False,False,False,False,,,,,,False,,False,False,,u'average',,True,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'dressy',,True,True,False,,,,,,False,False,,,,,False,False,False,False,4,,,False,,False,False,False,,True,,,False,True,,,,True,,,False,True,131437,3.9320574163
2249,False,,,False,True,True,,,,,,False,,,False,,,,False,,,True,,,,,u'free',,,,False,,,False,u'dressy',,,,True,,,,,,False,,,,,,False,False,False,,4,,,False,,False,False,,,False,,,False,True,,,,True,,,,False,175125,4.0
2250,True,,,False,True,True,,,,,,False,,,,,u'loud',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,,False,136067,3.2
2251,False,,False,True,True,True,,,,,False,False,,False,False,,'average',,False,,,True,,,,'full_bar',u'free',,,,False,,,False,'casual',,True,True,True,,,,,,False,False,,,,,False,False,False,False,2,,,True,,False,False,False,,False,,False,True,True,,,,,,,True,False,43552,3.8461538462
2252,True,,False,False,False,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'none','free',,,,False,,,False,u'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,179116,3.1428571429
2253,False,,,False,False,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,False,,True,False,,,False,,,True,True,,,,True,,,True,False,116724,3.21875
2254,True,,False,False,False,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,131203,3.4256756757
2255,True,,False,False,True,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,True,False,False,,,,,,True,False,,,,,False,False,False,False,2,,,False,,False,False,False,,False,,True,True,True,,,,,,,,False,3678,3.625
